NumeroDaAmostra	DataDeRegistroNoSISAGUA	DataColeta	DescricaoDoLocal	Zona	CategoriaArea	Area	TipoDoLocal	NomeLocal	Latitude	Longitude	fk_Municipio_CodigoDoIBGE	Procedencia	PontoDeColeta	Motivo	Hora
3326002015	2015-11-19 11:36:56	2015-11-03		Urbana	Bairro	CENTRO					260540	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:35:00
3368002015	2015-11-19 11:15:45	2015-11-09									261060	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:30:00
3386002015	2015-12-09 17:01:18	2015-11-09		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	08:43:00
3365002015	2016-02-29 12:15:39	2015-11-09									260790	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:45:00
3387002015	2016-02-15 15:47:17	2015-11-09		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	08:45:00
3371002015	2016-02-15 15:35:05	2015-11-09									260845	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:55:00
3348002015	2016-02-15 15:31:12	2015-11-09									260790	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:15:00
3389002015	2016-02-05 10:21:27	2015-11-09		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	09:22:00
3385002015	2015-12-09 17:02:43	2015-11-09		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	09:33:00
3367002015	2015-11-19 11:32:21	2015-11-09									260850	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:45:00
3382002015	2015-11-27 09:45:06	2015-11-09		Urbana	Bairro	SALGADO					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:45:00
3384002015	2015-12-09 15:31:02	2015-11-09		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	09:45:00
3380002015	2015-11-27 09:51:39	2015-11-09		Urbana	Bairro	PETROPOLIS					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:55:00
3369002015	2015-11-19 11:13:38	2015-11-09		Urbana	Bairro	CENTRO					260845	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:00:00
3379002015	2015-11-27 10:55:47	2015-11-09									260410	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:15:00
3346002015	2016-02-15 15:27:31	2015-11-09		Urbana	Bairro	CURADO					260790	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:20:00
3388002015	2016-02-05 10:27:26	2015-11-09		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	10:22:00
3383002015	2015-12-09 17:04:04	2015-11-09		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	10:42:00
3381002015	2015-11-27 11:57:32	2015-11-09		Urbana	Bairro	SALGADO					260410	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	10:45:00
3390002015	2016-02-05 10:17:50	2015-11-09		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	10:56:00
3370002015	2015-11-19 11:18:48	2015-11-09		Rural	Núcleo/Propriedade Rural	ENGENHO ORA					261060	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	11:00:00
3407002015	2016-02-15 15:40:24	2015-11-10		Urbana	Bairro	PIRAPAMA					260290	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:50:00
3406002015	2016-02-15 15:20:36	2015-11-10									260290	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:53:00
3428002015	2015-11-27 12:19:20	2015-11-10		Rural	Projeto de assentamento	FAZENDA SACO DO COMUN					260160	SOLUÇÃO ALTERNATIVA		Rotina	09:50:00
3408002015	2016-02-05 10:09:20	2015-11-10									260290	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:55:00
3429002015	2015-12-02 12:16:20	2015-11-10		Rural	Comunidade Quilombola	FAZENDA SANTANA					260300	SOLUÇÃO ALTERNATIVA		Rotina	10:40:00
3430002015	2015-11-27 12:32:32	2015-11-10		Rural	Comunidade Quilombola	FAZENDA SANTANA					260300	SOLUÇÃO ALTERNATIVA		Rotina	10:40:00
3411002015	2016-02-29 12:28:42	2015-11-10									260680	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	11:15:00
3444002015	2016-02-29 10:08:49	2015-11-12									261450	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:00:00
3443002015	2015-11-27 11:11:21	2015-11-12									260540	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:54:00
3445002015	2015-11-27 11:22:50	2015-11-12		Urbana	Bairro	CENTRO					260540	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:35:00
3471002015	2015-12-09 16:58:49	2015-11-16		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	08:55:00
3366002015	2015-12-09 17:06:07	2015-11-16									260845	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:52:00
3469002015	2015-12-09 16:50:44	2015-11-16		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	10:02:00
3468002015	2015-12-09 16:46:37	2015-11-16		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	10:20:00
3472002015	2015-11-27 11:16:57	2015-11-16									261390	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:25:00
3473002015	2015-12-09 15:32:47	2015-11-16									261390	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:36:00
3470002015	2015-12-09 16:55:31	2015-11-16		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	10:45:00
3474002015	2015-12-09 16:34:24	2015-11-16									261390	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:52:00
1509130000047	2015-12-04 09:00:25	2015-11-16	RUA. VAUTENOR DE CASTRO DOURADO	Urbana	Bairro	SETOR FUNCIONARIOS			-13.511.481	-4.874.468	522145	INTRA-DOMICILIAR / INTRA-PREDIAL	Torneira após a reservação	Rotina	19:10:00
1509130000048	2015-12-04 09:04:10	2015-11-16	AV. MANOEL NAPOLEÃO TAVARES	Urbana	Bairro	SETOR FUNCIONARIOS			-13.508.271	-48.744.582	522145	INTRA-DOMICILIAR / INTRA-PREDIAL	Torneira após a reservação	Rotina	19:15:00
109130000049	2015-12-04 09:12:05	2015-11-16	AV. TIRADENTES Nº97	Urbana	Bairro	SETOR FUNCIONARIOS			-13.509.718	-48.743.835	522145	INTRA-DOMICILIAR / INTRA-PREDIAL	Torneira após a reservação	Rotina	19:20:00
1509130000050	2015-12-04 09:15:27	2015-11-16	RUA DOS ATLETAS	Urbana	Bairro	CRUZEIRO DO SUL			-13.512.482	-48.745.812	522145	INTRA-DOMICILIAR / INTRA-PREDIAL	Torneira após a reservação	Rotina	19:25:00
1509130000051	2015-12-04 09:18:24	2015-11-16	RUA DOS ATLETAS	Urbana	Bairro	CRUZEIRO DO SUL			-13.511.679	-48.743.227	522145	INTRA-DOMICILIAR / INTRA-PREDIAL	Torneira após a reservação	Rotina	19:30:00
1509130000052	2015-12-04 09:29:16	2015-11-16	AV. PRESIDENTE VARGAS S/N	Urbana	Bairro	CRUZEIRO DO SUL			-13.511.818	-48.745.869	522145	INTRA-DOMICILIAR / INTRA-PREDIAL	Torneira após a reservação	Rotina	19:35:00
3465002015	2015-12-17 14:36:32	2015-11-17		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	09:45:00
3467002015	2015-12-17 14:23:45	2015-11-17		Rural	Núcleo/Propriedade Rural	CACHOEIRA II					261390	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:55:00
3646002015	2015-12-17 14:34:07	2015-11-17		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	10:12:00
3466002015	2015-12-17 14:38:03	2015-11-17		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	10:20:00
3463002015	2015-12-17 14:32:41	2015-11-17		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	10:25:00
3524002015	2016-03-09 10:53:05	2015-11-23									260400	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:00:00
3523002015	2016-03-08 16:08:42	2015-11-23									261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:45:00
3525002015	2016-02-15 14:45:54	2015-11-23		Rural	Núcleo/Propriedade Rural	ENGENHO PINDOBA					260400	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:22:00
3526002015	2016-02-15 15:41:54	2015-11-23		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	09:25:00
3527002015	2015-12-17 14:27:12	2015-11-24		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	09:22:00
3531002015	2015-12-17 12:47:27	2015-11-24		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	09:45:00
3571002015	2015-12-17 12:56:53	2015-11-24		Urbana	Bairro	SAO JOSE					260600	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:52:00
3533002015	2015-12-17 12:51:03	2015-11-24		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	09:55:00
3573002015	2016-02-29 10:46:02	2015-11-24									260600	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:00:00
3530002015	2015-12-17 12:39:24	2015-11-24		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	10:25:00
3528002015	2015-12-17 14:29:54	2015-11-24		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	10:32:00
3529002015	2015-12-17 14:31:18	2015-11-24		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	10:52:00
3532002015	2015-12-17 12:43:51	2015-11-24		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	10:55:00
3668002015	2015-12-10 11:00:39	2015-11-30		Urbana	Sede de distrito (ou vila)	CHA DO ESQUECIDO					261380	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:35:00
3670002015	2015-12-14 15:42:36	2015-11-30									261380	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:35:00
3667002015	2015-12-10 10:58:47	2015-11-30		Urbana	Bairro	CRUZETA					260900	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:45:00
3669002015	2016-02-29 10:55:29	2015-11-30									260900	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:00:00
3682002015	2016-02-15 15:23:54	2015-12-01									260540	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:35:00
3681002015	2016-02-15 15:25:38	2015-12-01									261450	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:45:00
3683002015	2016-02-15 15:22:30	2015-12-01		Urbana	Bairro	CENTRO					260540	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:02:00
150239000087	2016-02-29 15:14:53	2015-12-01		Urbana	Bairro	CENTRO					260540	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	13:34:00
3747002015	2016-03-31 11:17:06	2015-12-07		Urbana	Sede de distrito (ou vila)	LAGOA DO BARRO					260110	SOLUÇÃO ALTERNATIVA		Rotina	07:30:00
3712002015	2016-02-15 15:38:53	2015-12-07									260850	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:23:00
3746002015	2016-03-31 11:10:44	2015-12-07		Rural	Núcleo/Propriedade Rural	FAZENDA TAMBORIL 					260990	SOLUÇÃO ALTERNATIVA		Rotina	09:00:00
3709002015	2016-02-15 15:09:32	2015-12-07		Urbana	Bairro	CENTRO					260845	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:05:00
3707002015	2015-12-17 14:39:34	2015-12-07		Rural	Projeto de assentamento	FAZENDA SACO DO COMUN					260160	SOLUÇÃO ALTERNATIVA		Rotina	09:45:00
3713002015	2016-02-15 15:36:37	2015-12-07		Rural	Núcleo/Propriedade Rural	QUATIS					260850	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:47:00
3714002015	2016-02-15 15:33:42	2015-12-07									260845	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:55:00
3745002015	2016-03-31 11:13:53	2015-12-07		Rural	Núcleo/Propriedade Rural	FAZENDA ALGODOES 					260990	SOLUÇÃO ALTERNATIVA		Rotina	10:00:00
3708002015	2015-12-17 14:41:32	2015-12-07									261220	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:52:00
3744002015	2016-02-29 11:53:28	2015-12-09									261260	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:00:00
37412015	2016-03-09 10:55:31	2015-12-09									260600	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:45:00
3752002015	2016-02-29 11:11:38	2015-12-09									260600	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:00:00
3742002015	2016-02-29 12:03:57	2015-12-09									260300	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:40:00
3743002015	2016-02-29 11:56:50	2015-12-09									260980	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	11:00:00
3771002015	2016-02-15 15:43:47	2015-12-14		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	08:24:00
3772002015	2016-02-15 15:45:38	2015-12-14		Rural	Projeto de assentamento	AGROVILA DO PA POCO DO SERROTE					261390	SOLUÇÃO ALTERNATIVA		Rotina	08:32:00
3773002015	2016-03-08 15:57:11	2015-12-14		Rural	Núcleo/Propriedade Rural	CACHOEIRA II					261390	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:15:00
3740002015	2016-02-15 14:56:59	2015-12-14		Urbana	Bairro	SAO JOSE					260600	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	11:00:00
3794002015	2016-02-05 10:25:14	2015-12-15									260290	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:22:00
3796002015	2016-02-15 15:01:19	2015-12-15									260290	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:22:00
3797002015	2016-02-15 15:07:18	2015-12-15									260790	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:22:00
3801002015	2016-02-15 15:11:09	2015-12-15									261370	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:52:00
3798002015	2016-03-09 15:09:39	2015-12-15									260790	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:00:00
3795002015	2016-02-29 12:55:15	2015-12-15									260290	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:50:00
150913000053	2016-01-06 09:01:50	2015-12-15	AV. BARÃO DO RIO BRANCO Nº33	Urbana	Bairro	CRUZEIRO DO SUL			-13.507.629	-48.738.001	522145	INTRA-DOMICILIAR / INTRA-PREDIAL	Torneira após a reservação	Rotina	20:00:00
150913000054	2016-01-06 09:12:12	2015-12-15	AV. CASSIMIRO BARBOSA QD 60 LT12	Urbana	Bairro	SETOR RODOVIARIO			-13.504.308	-4.874.097	522145	INTRA-DOMICILIAR / INTRA-PREDIAL	Torneira após a reservação	Rotina	20:05:00
150913000056	2016-01-06 09:27:17	2015-12-15	AV. BARÃO DO RIO BRANCO	Urbana	Bairro	CRUZEIRO DO SUL			-13.512.211	-48.745.399	522145	INTRA-DOMICILIAR / INTRA-PREDIAL	Torneira após a reservação	Rotina	20:15:00
150913000057	2016-01-06 09:37:38	2015-12-15	RUA VAL TENOR DE CASTRO DOURADO S/N	Urbana	Bairro	SETOR FUNCIONARIOS			-135.102	-48.745.687	522145	INTRA-DOMICILIAR / INTRA-PREDIAL	Torneira após a reservação	Rotina	20:25:00
150913000058	2016-01-06 09:42:06	2015-12-15	AV. PRESIDENTE VARGAS N º149	Urbana	Bairro	SETOR FUNCIONARIOS			-13.510.965	-4.874.463	522145	INTRA-DOMICILIAR / INTRA-PREDIAL	Torneira após a reservação	Rotina	20:30:00
150913000055	2016-01-06 09:20:45	2015-12-16	AV . PRESIDENTE VARGAS S/N	Urbana	Bairro	SETOR CENTRAL			-13.507.345	-48.739.203	522145	INTRA-DOMICILIAR / INTRA-PREDIAL	Torneira após a reservação	Rotina	20:10:00
44002016	2016-03-08 15:40:12	2016-01-05									261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:30:00
45002016	2016-03-08 15:35:07	2016-01-05		Urbana	Bairro	DISTRITO INDUSTRIAL					261110	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:00:00
47002016	2016-03-08 16:16:04	2016-01-05									261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:15:00
162910000004	2016-05-24 11:58:00	2016-01-06	RUA MOACIR LUIZ MARQUES,545	Urbana	Bairro	CENTRO					352830	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	06:40:00
89002016	2016-03-09 11:15:06	2016-01-12									260890	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:00:00
160243000002	2016-05-06 11:48:13	2016-01-12		Urbana	Bairro	CENTRO					260890	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:40:00
88002016	2016-03-09 11:21:28	2016-01-12		Urbana	Bairro	CENTRO					260890	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:45:00
87002016	2016-05-04 11:20:03	2016-01-12	ACESSO PELA PE 90 PELA LADEIRA DE CAMPO ALEGRE								260845	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:00:00
85002016	2016-03-09 11:19:32	2016-01-12									260850	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:20:00
86002016	2016-05-04 11:16:44	2016-01-12									260845	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:30:00
160241000002	2016-04-26 10:11:58	2016-01-12		Urbana	Bairro	CENTRO					260845	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:00:00
160242000002	2016-04-26 11:19:02	2016-01-12									260850	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:20:00
547161	2016-04-07 09:59:13	2016-01-12	RODOVIA MIGUEL MELHADO CAMPOS, KM 81 - POÇO	Urbana	Bairro	RIO DA PRATA					352400	SOLUÇÃO ALTERNATIVA		Rotina	11:25:00
160243000001	2016-05-04 15:46:30	2016-01-13									260850	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:00:00
160101000059	2016-04-11 15:55:57	2016-01-18		Urbana	Bairro	SALGADO					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:35:00
160101000060	2016-04-01 11:16:51	2016-01-18		Urbana	Bairro	SALGADO					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:40:00
160101000062	2016-04-01 14:40:24	2016-01-18		Urbana	Bairro	PETROPOLIS					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Água pós-filtração/pré-desinfecção	Rotina	09:00:00
160101000061	2016-04-01 14:29:13	2016-01-18		Urbana	Bairro	PETROPOLIS					260410	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:10:00
160101000082	2016-04-01 15:27:59	2016-01-19	IBÓ - BELEM DO SAO FRANCISCO	Rural	Projeto de assentamento	ASSENTAMENTO QUEIMADA GRANDE					261220	SOLUÇÃO ALTERNATIVA		Rotina	06:00:00
160101000083	2016-04-07 09:35:18	2016-01-19		Urbana	Bairro	PLANALTO					261220	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Água pós-filtração/pré-desinfecção	Rotina	06:00:00
22016	2016-03-09 10:12:24	2016-01-19									260540	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:30:00
32016	2016-03-09 10:14:57	2016-01-19									261450	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:20:00
160101000087	2016-04-07 09:56:32	2016-01-19									260600	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:25:00
52016	2016-03-09 10:06:25	2016-01-19									260600	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:20:00
160250000001	2016-05-06 13:48:13	2016-01-19	DISTRITO DE CHÉUS								261450	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:35:00
42016	2016-03-09 10:09:58	2016-01-19		Urbana	Bairro	SAO JOSE					260600	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:40:00
160250000002	2016-05-06 12:11:55	2016-01-19		Rural	Povoado/Lugarejo	SÍTIO JUCAZINHO					261450	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	12:00:00
160239000001	2016-04-25 09:35:00	2016-01-19	ACESSO PELA PE 050 ENTRADA PELO BALNEÁRIO								260540	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	12:20:00
160702000084	2016-02-26 14:24:00	2016-01-25	AVENIDA PADRE JULIO DE RAZZ 1000	Urbana	Bairro	CENTRO					317110	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	06:53:00
82016	2016-03-09 15:07:17	2016-01-25									260790	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:30:00
102016	2016-03-10 11:37:49	2016-01-25		Urbana	Sede de distrito (ou vila)	CHA DO ESQUECIDO					261380	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:00:00
72016	2016-03-09 10:24:50	2016-01-25									261370	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:00:00
62016	2016-03-09 10:28:55	2016-01-25		Urbana	Bairro	CURADO					260790	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:15:00
160101000111	2016-04-07 11:08:07	2016-01-25									261380	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:00:00
160101000100	2016-04-07 10:09:25	2016-01-25									261370	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	11:00:00
160101000112	2016-04-07 11:18:50	2016-01-25									260900	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	11:00:00
160101000101	2016-04-07 10:58:53	2016-01-25									260790	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	12:00:00
112016	2016-03-09 10:51:07	2016-01-26		Urbana	Bairro	PIRAPAMA					260290	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:45:00
160101000118	2016-04-07 11:32:19	2016-01-26									260290	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:50:00
122016	2016-03-09 10:27:05	2016-01-26									260290	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:00:00
160101000139	2016-04-07 11:41:40	2016-01-27		Urbana	Bairro	CENTRO					261000	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:20:00
